SingleCopyOG,Name,Product,Pathway,Orthogroup
OG0025756::NA,At2g43860,Probable polygalacturonase At2g43860,Pentose and glucuronate interconversions,OG0025756
OG0029321::H2,At3g15720,Probable polygalacturonase At3g15720,Pentose and glucuronate interconversions,OG0029321
OG0034450::H2,At3g15720,Probable polygalacturonase At3g15720,Pentose and glucuronate interconversions,OG0034450
OG0042389::H2,PME25,Probable pectinesterase/pectinesterase inhibitor 25,Pentose and glucuronate interconversions,OG0042389
OG0014806::H1,PME7,Probable pectinesterase/pectinesterase inhibitor 7,Pentose and glucuronate interconversions,OG0014806
OG0014806::H2,PME7,Probable pectinesterase/pectinesterase inhibitor 7,Pentose and glucuronate interconversions,OG0014806
OG0028644::H1,PME53,Probable pectinesterase 53,Pentose and glucuronate interconversions,OG0028644
OG0040146::NA,XK2,Xylulose kinase 2,Pentose and glucuronate interconversions,OG0040146
OG0057445::NA,At1g11920,Putative pectate lyase 2,Pentose and glucuronate interconversions,OG0057445
OG0029438::NA,PME7,Probable pectinesterase/pectinesterase inhibitor 7,Pentose and glucuronate interconversions,OG0029438
OG0034638::NA,PME28,Putative pectinesterase/pectinesterase inhibitor 28,Pentose and glucuronate interconversions,OG0034638
OG0057428::NA,PME19,Probable pectinesterase/pectinesterase inhibitor 19,Pentose and glucuronate interconversions,OG0057428
OG0000808::H1,PGL3,6-phosphogluconolactonase 3%2C chloroplastic,Pentose phosphate pathway,OG0000808
OG0000808::H2,Os09g0529100,Probable 6-phosphogluconolactonase 4%2C chloroplastic,Pentose phosphate pathway,OG0000808
OG0021055::H1,PGL1,Probable 6-phosphogluconolactonase 1,Pentose phosphate pathway,OG0021055
OG0000808::NA,PGL1,Probable 6-phosphogluconolactonase 1,Pentose phosphate pathway,OG0000808
OG0002005::H2,G6PD2,Glucose-6-phosphate 1-dehydrogenase%2C chloroplastic,Pentose phosphate pathway,OG0002005
OG0002722::H1,PRS1,Ribose-phosphate pyrophosphokinase 1%2C chloroplastic,Pentose phosphate pathway,OG0002722
OG0002722::H2,PRS1,Ribose-phosphate pyrophosphokinase 1%2C chloroplastic,Pentose phosphate pathway,OG0002722
OG0007345::H1,tal2,Transaldolase 2,Pentose phosphate pathway,OG0007345
OG0007345::H2,tal,Transaldolase,Pentose phosphate pathway,OG0007345
OG0007558::H1,At2g16790,Gluconokinase,Pentose phosphate pathway,OG0007558
OG0007558::H2,At2g16790,Gluconokinase,Pentose phosphate pathway,OG0007558
OG0008176::H1,Os09g0505700,Ribulose-phosphate 3-epimerase%2C cytoplasmic isoform,Pentose phosphate pathway,OG0008176
OG0008176::NA,Os09g0505700,Ribulose-phosphate 3-epimerase%2C cytoplasmic isoform,Pentose phosphate pathway,OG0008176
OG0009392::H1,RBSK,Ribokinase,Pentose phosphate pathway,OG0009392
OG0010112::H2,tal,Transaldolase,Pentose phosphate pathway,OG0010112
OG0000772::H1,,Superoxide dismutase [Cu-Zn],Peroxisome,OG0000772
OG0000772::H2,SODCC,Superoxide dismutase [Cu-Zn],Peroxisome,OG0000772
OG0002806::H1,DDB_G0290631,PXMP2/4 family protein 4,Peroxisome,OG0002806
OG0003406::H1,PXMP2,Peroxisomal membrane protein 2,Peroxisome,OG0003406
OG0003406::H2,PXMP2,Peroxisomal membrane protein 2,Peroxisome,OG0003406
OG0004089::H2,DDB_G0278529,PXMP2/4 family protein 2,Peroxisome,OG0004089
OG0004622::H1,SODA,Superoxide dismutase [Mn]%2C mitochondrial,Peroxisome,OG0004622
OG0004622::H2,SODA,Superoxide dismutase [Mn]%2C mitochondrial,Peroxisome,OG0004622
OG0006104::H2,Os01g0505400,2-hydroxyacyl-CoA lyase,Peroxisome,OG0006104
OG0007015::H2,sym-1,Protein sym-1,Peroxisome,OG0007015
OG0009646::H1,DDB_G0290631,PXMP2/4 family protein 4,Peroxisome,OG0009646
OG0000149::H2,TUBB1,Tubulin beta-1 chain,Phagosome,OG0000149
OG0000149::H1,TUBB2,Tubulin beta-2 chain,Phagosome,OG0000149
OG0000190::H2,ARAC3,Rac-like GTP-binding protein ARAC3,Phagosome,OG0000190
OG0015134::H2,ARAC3,Rac-like GTP-binding protein ARAC3,Phagosome,OG0015134
OG0000315::H2,TUBA3,Tubulin alpha-3 chain,Phagosome,OG0000315
OG0000315::H1,TUBA,Tubulin alpha chain,Phagosome,OG0000315
OG0006940::H1,ARAC7,Rac-like GTP-binding protein ARAC7,Phagosome,OG0006940
OG0006940::H2,ARAC7,Rac-like GTP-binding protein ARAC7,Phagosome,OG0006940
OG0006940::NA,ARAC7,Rac-like GTP-binding protein ARAC7,Phagosome,OG0006940
OG0042977::NA,ARAC7,Rac-like GTP-binding protein ARAC7,Phagosome,OG0042977
OG0000069::H1,CYP71A9,Cytochrome P450 71A9,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000069
OG0000069::H2,CYP71A9,Cytochrome P450 71A9,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000069
OG0000069::NA,CYP71A9,Cytochrome P450 71A9,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000069
OG0000086::H2,CYP736A117,Cytochrome P450 736A117,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000086
OG0000086::H1,CYP736A117,Cytochrome P450 736A117,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000086
OG0000086::NA,CYP736A117,Cytochrome P450 736A117,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000086
OG0000097::H1,COMT,Caffeic acid 3-O-methyltransferase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000097
OG0000097::H2,COMT1,Caffeic acid 3-O-methyltransferase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000097
OG0000114::H1,UGT74B1,UDP-glycosyltransferase 74B1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000114
OG0000114::H2,UGT74F2,UDP-glycosyltransferase 74F2,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000114
OG0000114::NA,UGT74F2,UDP-glycosyltransferase 74F2,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000114
OG0000219::H1,YUC2,Indole-3-pyruvate monooxygenase YUCCA2,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000219
OG0000219::H2,YUC6,Indole-3-pyruvate monooxygenase YUCCA6,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000219
OG0000219::NA,YUC4,Probable indole-3-pyruvate monooxygenase YUCCA4,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000219
OG0000471::H1,7OMT,(R%2CS)-reticuline 7-O-methyltransferase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000471
OG0000471::H2,7OMT,(R%2CS)-reticuline 7-O-methyltransferase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000471
OG0000512::H2,TDC1,Tryptophan decarboxylase TDC1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000512
OG0000512::NA,TDC2,Tryptophan decarboxylase TDC2,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000512
OG0000513::H1,ADT1,Arogenate dehydratase/prephenate dehydratase 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000513
OG0000513::H2,ADT1,Arogenate dehydratase/prephenate dehydratase 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000513
OG0024085::H2,ADT1,Arogenate dehydratase/prephenate dehydratase 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0024085
OG0021494::H1,ADT2,Arogenate dehydratase/prephenate dehydratase 2%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0021494
OG0000601::H2,PAL6,Phenylalanine ammonia-lyase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000601
OG0000713::H1,At5g53970,Probable aminotransferase TAT2,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000713
OG0000713::H2,At5g53970,Probable aminotransferase TAT2,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000713
OG0015617::H1,At4g34880,Probable amidase At4g34880,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0015617
OG0000751::H1,At4g34880,Probable amidase At4g34880,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000751
OG0000840::H1,YUC10,Probable indole-3-pyruvate monooxygenase YUCCA10,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000840
OG0000840::H2,YUC10,Probable indole-3-pyruvate monooxygenase YUCCA10,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000840
OG0000840::NA,YUC10,Probable indole-3-pyruvate monooxygenase YUCCA10,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0000840
OG0001077::H1,DAHP1,Phospho-2-dehydro-3-deoxyheptonate aldolase 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0001077
OG0001077::H2,SHKA,Phospho-2-dehydro-3-deoxyheptonate aldolase 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0001077
OG0001077::NA,SHKA,Phospho-2-dehydro-3-deoxyheptonate aldolase 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0001077
OG0001380::H1,CAT1,Catalase isozyme 1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0001380
OG0001380::H2,CAT1,Catalase isozyme 1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0001380
OG0001531::H2,CM1,Chorismate mutase 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0001531
OG0027494::H2,CM1,Chorismate mutase 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0027494
OG0001605::H2,TAA1,L-tryptophan--pyruvate aminotransferase 1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0001605
OG0001605::H1,TAR2,Tryptophan aminotransferase-related protein 2,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0001605
OG0021118::H2,TAR2,Tryptophan aminotransferase-related protein 2,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0021118
OG0001802::H2,TYRAAT2,Arogenate dehydrogenase 2%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0001802
OG0001955::H1,DAO,2-oxoglutarate-dependent dioxygenase DAO,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0001955
OG0001955::H2,DAO,2-oxoglutarate-dependent dioxygenase DAO,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0001955
OG0002020::H1,,Glutathione S-transferase zeta class,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0002020
OG0002242::H1,ASA1,Anthranilate synthase alpha subunit 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0002242
OG0057192::H1,ASA1,Anthranilate synthase alpha subunit 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0057192
OG0002242::H2,ASA2,Anthranilate synthase alpha subunit 2%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0002242
OG0002242::NA,ASA2,Anthranilate synthase alpha subunit 2%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0002242
OG0002275::H2,AO1,Primary amine oxidase 1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0002275
OG0002309::H1,ASB1,Anthranilate synthase beta subunit 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0002309
OG0002309::H2,ASB1,Anthranilate synthase beta subunit 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0002309
OG0002740::H1,CuAOzeta,Amine oxidase [copper-containing] zeta%2C peroxisomal,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0002740
OG0002740::H2,CuAOzeta,Amine oxidase [copper-containing] zeta%2C peroxisomal,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0002740
OG0016228::H1,CuAOzeta,Amine oxidase [copper-containing] zeta%2C peroxisomal,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0016228
OG0002774::H2,EMB3004,Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0002774
OG0003469::H1,CuAOgamma1,Amine oxidase [copper-containing] gamma 1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0003469
OG0003469::H2,CuAOgamma1,Amine oxidase [copper-containing] gamma 1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0003469
OG0003808::H2,SK,Shikimate kinase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0003808
OG0004115::H2,TRPA1,Tryptophan synthase alpha chain,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0004115
OG0004115::H1,TRPA1,Tryptophan synthase alpha chain,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0004115
OG0004805::H2,IGPS,Indole-3-glycerol phosphate synthase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0004805
OG0004858::H1,EMB1144,Chorismate synthase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0004858
OG0004858::H2,EMB1144,Chorismate synthase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0004858
OG0005225::H1,PAT1,Anthranilate phosphoribosyltransferase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0005225
OG0005225::H2,PAT1,Anthranilate phosphoribosyltransferase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0005225
OG0005469::H1,PPA-AT,Bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0005469
OG0005469::H2,PPA-AT,Bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0005469
OG0005688::H1,ISS1,Aromatic aminotransferase ISS1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0005688
OG0005688::H2,ISS1,Aromatic aminotransferase ISS1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0005688
OG0006799::H1,DHQS,3-dehydroquinate synthase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0006799
OG0006799::H2,DHQS,3-dehydroquinate synthase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0006799
OG0006987::H1,AMI1,Amidase 1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0006987
OG0007128::H1,PAI1,N-(5'-phosphoribosyl)anthranilate isomerase 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0007128
OG0007128::H2,PAI3,N-(5'-phosphoribosyl)anthranilate isomerase 3%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0007128
OG0008068::H1,EPSPS,3-phosphoshikimate 1-carboxyvinyltransferase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0008068
OG0008068::H2,At2g45300,3-phosphoshikimate 1-carboxyvinyltransferase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0008068
OG0008124::H1,HGO,Homogentisate 1%2C2-dioxygenase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0008124
OG0008124::H2,HGO,Homogentisate 1%2C2-dioxygenase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0008124
OG0008199::H1,FAH,Fumarylacetoacetase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0008199
OG0008199::H2,FAH,Fumarylacetoacetase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0008199
OG0008494::H2,FAHD1,Probable acylpyruvase FAHD1%2C mitochondrial,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0008494
OG0008664::H2,EMB3004,Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0008664
OG0008664::H1,EMB3004,Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0008664
OG0009167::H2,ASP5,Aspartate aminotransferase%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0009167
OG0010181::H1,hbdA,3-hydroxybutyryl-CoA dehydrogenase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0010181
OG0010181::H2,hbdA,3-hydroxybutyryl-CoA dehydrogenase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0010181
OG0010561::H1,TAP2,Probable acetyltransferase TAP2,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0010561
OG0011380::H1,SNAT2,Serotonin N-acetyltransferase 2%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0011380
OG0011886::H1,,Macrophage migration inhibitory factor homolog,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0011886
OG0013225::H1,At4g34880,Probable amidase At4g34880,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0013225
OG0029190::H1,DHS2,Phospho-2-dehydro-3-deoxyheptonate aldolase 2%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0029190
OG0056118::H1,TSB1,Tryptophan synthase beta chain 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0056118
OG0019718::H2,YUC11,Probable indole-3-pyruvate monooxygenase YUCCA11,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0019718
OG0020846::NA,CuAOalpha2,Amine oxidase [copper-containing] alpha 2%2C peroxisomal,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0020846
OG0064770::NA,AO1,Primary amine oxidase 1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0064770
OG0021118::NA,TAR2,Tryptophan aminotransferase-related protein 2,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0021118
OG0027494::NA,CM1,Chorismate mutase 1%2C chloroplastic,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0027494
OG0019718::NA,YUC10,Probable indole-3-pyruvate monooxygenase YUCCA10,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0019718
OG0043280::NA,YUC6,Indole-3-pyruvate monooxygenase YUCCA6,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0043280
OG0057393::NA,CuAOzeta,Amine oxidase [copper-containing] zeta%2C peroxisomal,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0057393
OG0051613::NA,AMI1,Amidase 1,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0051613
OG0025899::NA,At5g53970,Probable aminotransferase TAT2,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0025899
OG0056708::NA,YUC8,Probable indole-3-pyruvate monooxygenase YUCCA8,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0056708
OG0042487::NA,FAH,Fumarylacetoacetase,"Phenylalanine, tyrosine and tryptophan biosynthesis",OG0042487
OG0000026::H1,At1g34575,Berberine bridge enzyme-like 14,Phenylpropanoid biosynthesis,OG0000026
OG0000026::H2,At1g30700,Berberine bridge enzyme-like 8,Phenylpropanoid biosynthesis,OG0000026
OG0000068::H1,GSVIVT00023967001,Peroxidase 4,Phenylpropanoid biosynthesis,OG0000068
OG0000068::H2,GSVIVT00023967001,Peroxidase 4,Phenylpropanoid biosynthesis,OG0000068
OG0000112::H2,FKBP62,Peptidyl-prolyl cis-trans isomerase FKBP62,Phenylpropanoid biosynthesis,OG0000112
OG0000112::NA,SCPL21,Serine carboxypeptidase-like 21,Phenylpropanoid biosynthesis,OG0000112
OG0000159::H2,AS,Hydroquinone glucosyltransferase,Phenylpropanoid biosynthesis,OG0000159
OG0000159::H1,AS,Hydroquinone glucosyltransferase,Phenylpropanoid biosynthesis,OG0000159
OG0000232::H1,CAD,Probable mannitol dehydrogenase,Phenylpropanoid biosynthesis,OG0000232
OG0000232::H2,CAD,Probable mannitol dehydrogenase,Phenylpropanoid biosynthesis,OG0000232
OG0000278::H1,CCOAOMT1,Caffeoyl-CoA O-methyltransferase 1,Phenylpropanoid biosynthesis,OG0000278
OG0000278::H2,CCOAOMT1,Caffeoyl-CoA O-methyltransferase 1,Phenylpropanoid biosynthesis,OG0000278
OG0000721::H1,,Lignin-forming anionic peroxidase,Phenylpropanoid biosynthesis,OG0000721
OG0000721::H2,,Lignin-forming anionic peroxidase,Phenylpropanoid biosynthesis,OG0000721
OG0001066::H2,PNC2,Cationic peroxidase 2,Phenylpropanoid biosynthesis,OG0001066
OG0003114::H1,CCR1,Cinnamoyl-CoA reductase 1,Phenylpropanoid biosynthesis,OG0003114
OG0003114::H2,CCR1,Cinnamoyl-CoA reductase 1,Phenylpropanoid biosynthesis,OG0003114
OG0003139::H2,UGT84A23,Gallate 1-beta-glucosyltransferase 84A23,Phenylpropanoid biosynthesis,OG0003139
OG0003139::H1,UGT84A23,Gallate 1-beta-glucosyltransferase 84A23,Phenylpropanoid biosynthesis,OG0003139
OG0003558::H2,CYP98A2,Cytochrome P450 98A2,Phenylpropanoid biosynthesis,OG0003558
OG0003558::H1,CYP98A2,Cytochrome P450 98A2,Phenylpropanoid biosynthesis,OG0003558
OG0005905::H1,CAD1,Cinnamyl alcohol dehydrogenase 1,Phenylpropanoid biosynthesis,OG0005905
OG0005905::H2,CAD1,Cinnamyl alcohol dehydrogenase 1,Phenylpropanoid biosynthesis,OG0005905
OG0005905::NA,CAD1,Cinnamyl alcohol dehydrogenase 1,Phenylpropanoid biosynthesis,OG0005905
OG0000366::H1,PIP5K2,Phosphatidylinositol 4-phosphate 5-kinase 2,Phosphatidylinositol signaling system,OG0000366
OG0000366::H2,PIP5K2,Phosphatidylinositol 4-phosphate 5-kinase 2,Phosphatidylinositol signaling system,OG0000366
OG0000375::H2,PLC2,Phosphoinositide phospholipase C 2,Phosphatidylinositol signaling system,OG0000375
OG0000375::H1,PLC2,Phosphoinositide phospholipase C 2,Phosphatidylinositol signaling system,OG0000375
OG0015179::H2,PLC4,Phosphoinositide phospholipase C 4,Phosphatidylinositol signaling system,OG0015179
OG0001609::H1,CDS2,Phosphatidate cytidylyltransferase 2,Phosphatidylinositol signaling system,OG0001609
OG0001609::H2,CDS2,Phosphatidate cytidylyltransferase 2,Phosphatidylinositol signaling system,OG0001609
OG0001679::H1,FAB1A,1-phosphatidylinositol-3-phosphate 5-kinase FAB1A,Phosphatidylinositol signaling system,OG0001679
OG0001679::H2,FAB1B,1-phosphatidylinositol-3-phosphate 5-kinase FAB1B,Phosphatidylinositol signaling system,OG0001679
OG0022941::H1,FAB1B,1-phosphatidylinositol-3-phosphate 5-kinase FAB1B,Phosphatidylinositol signaling system,OG0022941
OG0002150::H1,PTEN2A,Phosphatidylinositol 3%2C4%2C5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN2A,Phosphatidylinositol signaling system,OG0002150
OG0002150::H2,PTEN2A,Phosphatidylinositol 3%2C4%2C5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN2A,Phosphatidylinositol signaling system,OG0002150
OG0021308::H2,PTEN2A,Phosphatidylinositol 3%2C4%2C5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN2A,Phosphatidylinositol signaling system,OG0021308
OG0021269::H2,PTEN2A,Phosphatidylinositol 3%2C4%2C5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN2A,Phosphatidylinositol signaling system,OG0021269
OG0002445::H2,PIP5K5,Phosphatidylinositol 4-phosphate 5-kinase 5,Phosphatidylinositol signaling system,OG0002445
OG0002645::H1,IPK1,Inositol-pentakisphosphate 2-kinase,Phosphatidylinositol signaling system,OG0002645
OG0002805::H2,DGK5,Diacylglycerol kinase 5,Phosphatidylinositol signaling system,OG0002805
OG0002826::H1,ITPK1,Inositol-tetrakisphosphate 1-kinase 1,Phosphatidylinositol signaling system,OG0002826
OG0002948::H1,ITPK3,Inositol-tetrakisphosphate 1-kinase 3,Phosphatidylinositol signaling system,OG0002948
OG0003021::H2,DGK3,Diacylglycerol kinase 3,Phosphatidylinositol signaling system,OG0003021
OG0003021::H1,DGK7,Diacylglycerol kinase 7,Phosphatidylinositol signaling system,OG0003021
OG0003418::H1,VIP2,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP2,Phosphatidylinositol signaling system,OG0003418
OG0003418::H2,VIP2,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP2,Phosphatidylinositol signaling system,OG0003418
OG0003418::NA,VIP2,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP2,Phosphatidylinositol signaling system,OG0003418
OG0003772::H2,IPK2b,Inositol polyphosphate multikinase beta,Phosphatidylinositol signaling system,OG0003772
OG0004222::H1,PIS1,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 1,Phosphatidylinositol signaling system,OG0004222
OG0004373::H1,DGK1,Diacylglycerol kinase 1,Phosphatidylinositol signaling system,OG0004373
OG0004373::H2,DGK1,Diacylglycerol kinase 1,Phosphatidylinositol signaling system,OG0004373
OG0004491::H1,PI4KA1,Phosphatidylinositol 4-kinase alpha 1,Phosphatidylinositol signaling system,OG0004491
OG0004491::H2,PI4KA2,Phosphatidylinositol 4-kinase alpha 2,Phosphatidylinositol signaling system,OG0004491
OG0004581::H2,IPK1,Inositol-pentakisphosphate 2-kinase,Phosphatidylinositol signaling system,OG0004581
OG0004916::H1,PIP5K5,Phosphatidylinositol 4-phosphate 5-kinase 5,Phosphatidylinositol signaling system,OG0004916
OG0004916::H2,PIP5K7,Phosphatidylinositol 4-phosphate 5-kinase 7,Phosphatidylinositol signaling system,OG0004916
OG0005009::H2,PIP5K8,Phosphatidylinositol 4-phosphate 5-kinase 8,Phosphatidylinositol signaling system,OG0005009
OG0005095::H1,SAC6,Phosphoinositide phosphatase SAC6,Phosphatidylinositol signaling system,OG0005095
OG0005095::H2,SAC7,Phosphoinositide phosphatase SAC7,Phosphatidylinositol signaling system,OG0005095
OG0005369::H1,PI4KB1,Phosphatidylinositol 4-kinase beta 1,Phosphatidylinositol signaling system,OG0005369
OG0005369::H2,PI4KB1,Phosphatidylinositol 4-kinase beta 1,Phosphatidylinositol signaling system,OG0005369
OG0005436::H1,FAB1C,Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1C,Phosphatidylinositol signaling system,OG0005436
OG0005436::H2,FAB1C,Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1C,Phosphatidylinositol signaling system,OG0005436
OG0005945::NA,MTM1,Phosphatidylinositol-3-phosphatase myotubularin-1,Phosphatidylinositol signaling system,OG0005945
OG0007149::H1,PIP5K9,Phosphatidylinositol 4-phosphate 5-kinase 9,Phosphatidylinositol signaling system,OG0007149
OG0007149::H2,PIP5K9,Phosphatidylinositol 4-phosphate 5-kinase 9,Phosphatidylinositol signaling system,OG0007149
OG0007188::H1,IMPL1,Phosphatase IMPL1%2C chloroplastic,Phosphatidylinositol signaling system,OG0007188
OG0007188::H2,IMPL1,Phosphatase IMPL1%2C chloroplastic,Phosphatidylinositol signaling system,OG0007188
OG0008375::H2,FAB1D,Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D,Phosphatidylinositol signaling system,OG0008375
OG0018870::H2,FAB1D,Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D,Phosphatidylinositol signaling system,OG0018870
OG0022941::H2,FAB1D,Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D,Phosphatidylinositol signaling system,OG0022941
OG0008995::H2,SAL1,SAL1 phosphatase,Phosphatidylinositol signaling system,OG0008995
